,customerid,balance,numofproducts,hascrcard,tenure,isactivemember,exited,surname,creditscore,geography,gender,age,estimatedsalary,age_group,estimatedsalary_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofprocucts_2,numofprocucts_3,numofprocucts_4,saving_group_below 50k,saving_group_50k-100k,saving_group_100k-150k,saving_group_150k-200k,saving_group_above 200k,credit_score_group_650-700,credit_score_group_above 700,stay_proba,exit_proba,predicted
356,15611759,126776.3,2,1,8,1,0,Simmons,850,spain,female,57,132298.49,45-60,100k-150k,1,100k-150k,above 700,0.3333333333333333,0.9999999999999999,0.527027027027027,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.6365742844786046,0.3634257155213953,0.0
357,15661629,126436.29,1,0,9,0,1,Ricci,522,spain,male,34,174248.52,32-44,150k-200k,1,100k-150k,below 650,0.0,0.344,0.21621621621621623,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.43568952956098606,0.564310470439014,0.0
358,15633950,101960.74,1,1,1,1,0,Yen,737,france,male,41,123547.28,32-44,100k-150k,1,100k-150k,above 700,0.0,0.7739999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.6667412196396854,0.3332587803603146,0.0
359,15592386,0.0,2,1,3,1,0,Campbell,520,france,male,58,32790.02,45-60,20k-50k,0,no saving,below 650,0.3333333333333333,0.33999999999999997,0.5405405405405406,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6057984061293684,0.39420159387063153,0.0
360,15803716,0.0,2,1,3,1,0,West,706,spain,male,28,181543.67,24-31,150k-200k,0,no saving,above 700,0.3333333333333333,0.7119999999999999,0.13513513513513514,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.950981421843642,0.04901857815635802,0.0
361,15696674,150842.93,1,1,2,1,1,Robinson,643,germany,female,45,2319.96,45-60,1k-20k,1,150k-200k,below 650,0.0,0.586,0.36486486486486486,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.15003916259263372,0.8499608374073663,1.0
362,15706365,102535.57,1,1,9,1,0,Bianchi,648,france,female,50,189543.19,45-60,150k-200k,1,100k-150k,below 650,0.0,0.596,0.4324324324324324,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.27166462765406985,0.7283353723459302,1.0
363,15745088,99027.61,2,0,9,0,0,Chen,443,germany,female,29,10940.4,24-31,1k-20k,1,50k-100k,below 650,0.3333333333333333,0.18599999999999994,0.14864864864864863,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8017121514753838,0.19828784852461626,0.0
364,15676715,0.0,2,1,9,1,0,Madukaego,640,france,male,68,199493.38,above 60,150k-200k,0,no saving,below 650,0.3333333333333333,0.58,0.6756756756756757,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.7893309865931939,0.2106690134068061,0.0
365,15613085,0.0,1,1,3,1,0,Ibrahimova,628,spain,female,33,188193.25,32-44,150k-200k,0,no saving,below 650,0.0,0.5559999999999999,0.2027027027027027,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6298220743626052,0.3701779256373948,0.0
366,15633537,87271.41,2,0,9,0,0,Nolan,540,germany,female,42,172572.64,32-44,150k-200k,1,50k-100k,below 650,0.3333333333333333,0.38,0.3243243243243243,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.6182967124137728,0.38170328758622724,0.0
367,15594720,102742.91,2,1,8,1,0,Scott,460,germany,female,35,189339.6,32-44,150k-200k,1,100k-150k,below 650,0.3333333333333333,0.21999999999999997,0.22972972972972977,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.7702745524446599,0.22972544755534013,0.0
368,15684042,40105.51,2,1,2,1,0,Blair,636,germany,male,34,53512.16,32-44,50k-100k,1,below 50k,below 650,0.3333333333333333,0.572,0.21621621621621623,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0.635057670019559,0.36494232998044096,0.0
369,15583303,152265.43,1,0,2,0,0,Monaldo,593,france,female,29,34004.44,24-31,20k-50k,1,150k-200k,below 650,0.0,0.4859999999999999,0.14864864864864863,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6619980298675034,0.3380019701324966,0.0
370,15611579,141947.67,1,1,4,1,0,Sutherland,801,spain,male,42,10598.29,32-44,1k-20k,1,100k-150k,above 700,0.0,0.902,0.3243243243243243,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.6656195682710391,0.33438043172896087,0.0
371,15774696,106307.91,2,1,1,1,0,Cole,640,germany,female,75,113428.77,above 60,100k-150k,1,100k-150k,below 650,0.3333333333333333,0.58,0.7702702702702704,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.5804499640555278,0.4195500359444721,0.0
372,15694506,107884.81,2,1,0,1,0,Briggs,611,germany,male,31,183487.98,24-31,150k-200k,1,100k-150k,below 650,0.3333333333333333,0.5219999999999999,0.1756756756756757,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8869184602136179,0.11308153978638211,0.0
373,15688074,125013.72,1,1,1,1,0,Gregory,802,germany,male,31,187658.09,24-31,150k-200k,1,100k-150k,above 700,0.0,0.904,0.1756756756756757,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6637722919104011,0.3362277080895989,0.0
374,15759537,58469.37,2,1,7,1,0,Bianchi,717,germany,male,35,172459.39,32-44,150k-200k,1,50k-100k,above 700,0.3333333333333333,0.7339999999999999,0.22972972972972977,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.8217475997417854,0.17825240025821465,0.0
375,15758449,0.0,1,1,8,1,0,Angelo,769,france,female,39,21016.0,32-44,20k-50k,0,no saving,above 700,0.0,0.838,0.2837837837837838,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6763640544975889,0.3236359455024112,0.0
376,15583456,117231.63,3,1,10,1,1,Gardiner,745,germany,male,45,122381.02,45-60,100k-150k,1,100k-150k,above 700,0.6666666666666667,0.7899999999999999,0.36486486486486486,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.01413505435481377,0.9858649456451862,1.0
377,15667871,152390.26,1,0,4,0,0,Kerr,572,spain,male,35,128123.66,32-44,100k-150k,1,150k-200k,below 650,0.0,0.44400000000000006,0.22972972972972977,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.46901453747292166,0.5309854625270783,0.0
378,15677371,34013.63,1,0,2,0,0,Ko,629,spain,female,30,19570.63,24-31,1k-20k,1,below 50k,below 650,0.0,0.5579999999999999,0.16216216216216217,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4329619322269367,0.5670380677730633,0.0
379,15629677,0.0,3,0,2,0,1,Distefano,687,spain,female,39,188150.6,32-44,150k-200k,0,no saving,650-700,0.6666666666666667,0.674,0.2837837837837838,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.07357548305181605,0.926424516948184,1.0
380,15713578,0.0,2,1,9,1,0,Farrell,483,france,female,50,111020.24,45-60,100k-150k,0,no saving,below 650,0.3333333333333333,0.2659999999999999,0.4324324324324324,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.6179478446336055,0.38205215536639453,0.0
381,15591509,101583.11,2,0,7,0,0,Milano,690,france,male,36,123775.15,32-44,100k-150k,1,100k-150k,650-700,0.3333333333333333,0.68,0.24324324324324326,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.8116974879744541,0.18830251202554593,0.0
382,15568240,77168.87,2,1,10,1,0,Ting,492,germany,female,30,146700.22,24-31,100k-150k,1,50k-100k,below 650,0.3333333333333333,0.2839999999999999,0.16216216216216217,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.9047767802654308,0.09522321973456913,0.0
383,15622993,124695.72,2,0,8,0,0,Boyd,709,germany,male,28,145251.35,24-31,100k-150k,1,100k-150k,above 700,0.3333333333333333,0.7179999999999999,0.13513513513513514,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.7615347232359602,0.23846527676403978,0.0
384,15689294,105934.96,1,0,3,0,0,Onyemaechi,705,germany,male,44,82463.69,32-44,50k-100k,1,100k-150k,above 700,0.0,0.7099999999999999,0.35135135135135137,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.2502670468145416,0.7497329531854584,1.0
385,15720910,0.0,1,1,9,1,0,Black,560,france,female,66,15928.49,above 60,1k-20k,0,no saving,below 650,0.0,0.42000000000000004,0.6486486486486487,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4911453001346786,0.5088546998653214,0.0
386,15721181,0.0,2,0,6,0,0,Oliver,611,spain,male,46,45886.33,45-60,20k-50k,0,no saving,below 650,0.3333333333333333,0.5219999999999999,0.37837837837837845,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.3759664488765785,0.6240335511234215,0.0
387,15776433,0.0,2,1,2,1,0,Greco,730,spain,male,62,186489.95,above 60,150k-200k,0,no saving,above 700,0.3333333333333333,0.7599999999999999,0.5945945945945947,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.7807460925257729,0.21925390747422713,0.0
388,15748936,0.0,2,1,2,1,0,Whitehead,709,spain,female,45,162922.65,45-60,150k-200k,0,no saving,above 700,0.3333333333333333,0.7179999999999999,0.36486486486486486,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.6306108108601367,0.36938918913986335,0.0
389,15717225,161525.96,2,0,10,0,0,Ikemefuna,544,france,female,21,9262.77,21-23,1k-20k,1,150k-200k,below 650,0.3333333333333333,0.388,0.040540540540540515,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8441715390681358,0.15582846093186423,0.0
390,15685226,147199.07,1,1,7,1,0,Morrison,712,germany,female,29,84932.4,24-31,50k-100k,1,100k-150k,above 700,0.0,0.7239999999999999,0.14864864864864863,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6357767092508151,0.36422329074918486,0.0
391,15785611,183102.29,1,1,3,1,0,Onyeoruru,752,germany,male,38,71557.12,32-44,50k-100k,1,150k-200k,above 700,0.0,0.8039999999999999,0.27027027027027034,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.4800824128147474,0.5199175871852526,0.0
392,15573456,127209.0,2,0,9,0,1,Cunningham,648,spain,male,46,77405.95,45-60,50k-100k,1,100k-150k,below 650,0.3333333333333333,0.596,0.37837837837837845,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.3828912293968435,0.6171087706031565,0.0
393,15684548,0.0,2,0,8,0,1,Demidov,556,spain,male,38,417.41,32-44,below 1k,0,no saving,below 650,0.3333333333333333,0.41200000000000003,0.27027027027027034,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7631659494474021,0.23683405055259787,0.0
394,15620505,97378.54,1,1,0,1,0,Celis,594,spain,female,24,71405.17,24-31,50k-100k,1,50k-100k,below 650,0.0,0.4879999999999999,0.08108108108108109,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8376223467559573,0.16237765324404277,0.0
395,15807432,136925.09,2,1,2,1,0,Cheng,645,germany,female,37,153400.24,32-44,150k-200k,1,100k-150k,below 650,0.3333333333333333,0.59,0.25675675675675674,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.7702745524446599,0.22972544755534013,0.0
396,15584766,54503.55,1,1,3,1,0,Knight,557,france,male,33,371.05,32-44,below 1k,1,50k-100k,below 650,0.0,0.41400000000000003,0.2027027027027027,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.6831578691868188,0.3168421308131813,0.0
397,15612187,155726.85,1,0,8,0,0,Morin,547,germany,male,32,67789.99,32-44,50k-100k,1,150k-200k,below 650,0.0,0.394,0.1891891891891892,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.22874367392179973,0.7712563260782003,1.0
398,15762218,0.0,2,1,9,1,0,Mills,701,france,female,39,145894.9,32-44,100k-150k,0,no saving,above 700,0.3333333333333333,0.7020000000000001,0.2837837837837838,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9007345756213294,0.09926542437867059,0.0
399,15646372,135842.41,1,0,1,0,1,Outhwaite,616,france,female,66,183840.51,above 60,150k-200k,1,100k-150k,below 650,0.0,0.5319999999999999,0.6486486486486487,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2681719267799899,0.7318280732200101,1.0
400,15690452,63349.75,1,0,1,0,0,Tung,605,france,male,52,108887.44,45-60,100k-150k,1,50k-100k,below 650,0.0,0.5099999999999999,0.4594594594594595,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.1538925944602556,0.8461074055397444,1.0
401,15747795,129499.42,1,1,4,1,0,Pai,593,germany,female,38,154071.27,32-44,150k-200k,1,100k-150k,below 650,0.0,0.4859999999999999,0.27027027027027034,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.4441534302337813,0.5558465697662187,0.0
402,15781589,0.0,2,1,8,1,0,Carpenter,751,spain,male,52,179291.85,45-60,150k-200k,0,no saving,above 700,0.3333333333333333,0.8019999999999999,0.4594594594594595,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.6087066142663513,0.39129338573364864,0.0
403,15732674,70438.01,2,1,6,1,0,Fennell,443,spain,male,36,56937.43,32-44,50k-100k,1,50k-100k,below 650,0.3333333333333333,0.18599999999999994,0.24324324324324326,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.8985157144861149,0.10148428551388512,0.0
404,15642291,0.0,2,1,8,1,0,Fontaine,685,france,male,23,112239.03,21-23,100k-150k,0,no saving,650-700,0.3333333333333333,0.67,0.0675675675675676,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.9323666576574288,0.06763334234257128,0.0
405,15692761,0.0,1,0,9,0,0,Pratt,718,france,male,36,45909.87,32-44,20k-50k,0,no saving,above 700,0.0,0.7359999999999999,0.24324324324324326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.45333275528162553,0.5466672447183745,0.0
406,15578045,141434.04,1,0,9,0,1,Mitchell,538,spain,female,49,173779.25,45-60,150k-200k,1,100k-150k,below 650,0.0,0.376,0.4189189189189189,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.12484792716422088,0.8751520728357791,1.0
407,15745354,0.0,2,0,4,0,0,Franklin,611,spain,female,37,125696.26,32-44,100k-150k,0,no saving,below 650,0.3333333333333333,0.5219999999999999,0.25675675675675674,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7649867350648752,0.23501326493512475,0.0
408,15701376,152958.29,2,1,10,1,0,K'ung,668,germany,male,37,159585.61,32-44,150k-200k,1,150k-200k,650-700,0.3333333333333333,0.636,0.25675675675675674,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.8139322090523984,0.18606779094760162,0.0
409,15691625,138306.34,1,0,3,0,0,Ko,537,germany,female,41,106761.47,32-44,100k-150k,1,100k-150k,below 650,0.0,0.374,0.3108108108108108,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.23208236459360443,0.7679176354063956,1.0
410,15566594,0.0,2,0,10,0,0,McKenzie,709,spain,male,23,129590.18,21-23,100k-150k,0,no saving,above 700,0.3333333333333333,0.7179999999999999,0.0675675675675676,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.8571697399968427,0.14283026000315735,0.0
411,15760431,0.0,2,1,1,1,0,Pino,850,france,male,38,80006.65,32-44,50k-100k,0,no saving,above 700,0.3333333333333333,0.9999999999999999,0.27027027027027034,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8957451631141462,0.1042548368858538,0.0
412,15686302,124328.84,1,1,3,1,0,Fisk,745,spain,female,31,140451.52,24-31,100k-150k,1,100k-150k,above 700,0.0,0.7899999999999999,0.1756756756756757,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8134321020164482,0.18656789798355178,0.0
413,15801559,181461.48,3,1,9,1,1,Chiang,693,germany,female,41,187929.43,32-44,150k-200k,1,150k-200k,650-700,0.6666666666666667,0.686,0.3108108108108108,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.07249882096004745,0.9275011790399526,1.0
414,15810432,0.0,2,0,8,0,0,Moseley,795,spain,male,35,167155.36,32-44,150k-200k,0,no saving,above 700,0.3333333333333333,0.89,0.22972972972972977,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7634623236924147,0.2365376763075852,0.0
415,15809616,0.0,2,0,8,0,0,Hsiung,626,spain,male,26,191420.71,24-31,150k-200k,0,no saving,below 650,0.3333333333333333,0.5519999999999999,0.10810810810810811,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8756161395879758,0.12438386041202422,0.0
416,15720559,110368.03,1,0,5,0,1,Heath,487,germany,female,61,11384.45,above 60,1k-20k,1,100k-150k,below 650,0.0,0.2739999999999999,0.5810810810810811,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.1294360891479136,0.8705639108520864,1.0
417,15695632,89588.35,1,1,9,1,0,Dellucci,556,france,female,39,94898.1,32-44,50k-100k,1,50k-100k,below 650,0.0,0.41200000000000003,0.2837837837837838,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7098748314037657,0.2901251685962343,0.0
418,15659843,0.0,2,0,6,0,0,Li,643,france,female,46,106781.59,45-60,100k-150k,0,no saving,below 650,0.3333333333333333,0.586,0.37837837837837845,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.40107313693330127,0.5989268630666987,0.0
419,15615624,0.0,2,0,6,0,0,De Salis,605,france,female,28,159508.52,24-31,150k-200k,0,no saving,below 650,0.3333333333333333,0.5099999999999999,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8877296767091625,0.11227032329083747,0.0
420,15810418,115924.89,1,0,3,0,1,T'ang,756,germany,female,60,93524.19,45-60,50k-100k,1,100k-150k,above 700,0.0,0.8119999999999999,0.5675675675675675,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.05884087366391888,0.9411591263360811,1.0
421,15716186,0.0,2,0,2,0,0,Richardson,586,france,female,38,87168.46,32-44,50k-100k,0,no saving,below 650,0.3333333333333333,0.47199999999999986,0.27027027027027034,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.7747836766116029,0.22521632338839717,0.0
422,15674551,111756.5,1,0,7,0,1,Fitch,535,germany,male,40,8128.32,32-44,1k-20k,1,100k-150k,below 650,0.0,0.37,0.2972972972972973,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.24352323292292322,0.7564767670770768,1.0
423,15622834,0.0,1,0,4,0,0,Stevenson,678,france,female,35,125518.32,32-44,100k-150k,0,no saving,650-700,0.0,0.656,0.22972972972972977,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.47072747296086404,0.529272527039136,0.0
424,15566111,0.0,1,0,9,0,0,Estes,596,france,male,39,48963.59,32-44,20k-50k,0,no saving,below 650,0.0,0.4919999999999999,0.2837837837837838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.42834932491386113,0.5716506750861389,0.0
425,15784597,162923.85,1,0,9,0,0,Lattimore,648,france,male,26,98368.24,24-31,50k-100k,1,150k-200k,below 650,0.0,0.596,0.10810810810810811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6270168310470485,0.3729831689529514,0.0
426,15652883,124576.65,2,0,10,0,0,Chung,492,germany,male,39,148584.61,32-44,100k-150k,1,100k-150k,below 650,0.3333333333333333,0.2839999999999999,0.2837837837837838,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5898566959292231,0.41014330407077687,0.0
427,15806964,80793.58,1,1,0,1,0,Utz,702,france,male,45,27474.81,45-60,20k-50k,1,50k-100k,above 700,0.0,0.7040000000000001,0.36486486486486486,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.31835461817985,0.68164538182015,1.0
428,15576313,71340.09,1,0,9,0,0,Wei,486,germany,female,40,76192.21,32-44,50k-100k,1,50k-100k,below 650,0.0,0.2719999999999999,0.2972972972972973,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2898948022890514,0.7101051977109486,1.0
429,15806467,99282.63,1,0,1,0,1,Boyle,568,germany,male,40,134600.94,32-44,100k-150k,1,50k-100k,below 650,0.0,0.43600000000000005,0.2972972972972973,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2898948022890514,0.7101051977109486,1.0
430,15597602,137946.39,1,1,3,1,1,Nwachinemelu,619,germany,male,57,72467.99,45-60,50k-100k,1,100k-150k,below 650,0.0,0.5379999999999999,0.527027027027027,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.13410078922906254,0.8658992107709375,1.0
431,15743040,127892.57,2,1,2,1,0,Kuznetsova,724,germany,male,41,199645.45,32-44,150k-200k,1,100k-150k,above 700,0.3333333333333333,0.7479999999999999,0.3108108108108108,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.7877201278245454,0.21227987217545458,0.0
432,15705521,101084.36,1,0,0,0,0,Pisani,548,germany,female,33,42749.85,32-44,20k-50k,1,100k-150k,below 650,0.0,0.396,0.2027027027027027,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.24354882468095063,0.7564511753190494,1.0
433,15595039,114754.08,1,0,8,0,1,Manna,545,germany,female,37,136050.44,32-44,100k-150k,1,100k-150k,below 650,0.0,0.39,0.25675675675675674,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.23208236459360443,0.7679176354063956,1.0
434,15799384,0.0,1,0,8,0,0,Collier,683,france,male,33,73564.44,32-44,50k-100k,0,no saving,650-700,0.0,0.666,0.2027027027027027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.490842765703678,0.509157234296322,0.0
435,15581197,99286.98,1,1,3,1,0,Ricci,762,france,female,51,85578.63,45-60,50k-100k,1,50k-100k,above 700,0.0,0.824,0.445945945945946,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3036893251252195,0.6963106748747805,1.0
436,15693737,79871.02,2,0,4,0,0,Carr,627,germany,female,30,129826.89,24-31,100k-150k,1,50k-100k,below 650,0.3333333333333333,0.5539999999999999,0.16216216216216217,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7845611970795267,0.21543880292047335,0.0
437,15624623,104088.59,2,0,10,0,0,Hs?,516,france,male,35,119666.0,32-44,100k-150k,1,100k-150k,below 650,0.3333333333333333,0.33199999999999996,0.22972972972972977,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.7799559367886418,0.22004406321135814,0.0
438,15783501,168190.33,2,0,2,0,0,Findlay,800,france,female,38,68052.08,32-44,50k-100k,1,150k-200k,above 700,0.3333333333333333,0.9,0.27027027027027034,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.8165339698116868,0.18346603018831317,0.0
439,15690134,85679.25,1,1,3,1,0,Hughes,464,germany,female,42,164104.74,32-44,150k-200k,1,50k-100k,below 650,0.0,0.22799999999999998,0.3243243243243243,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4990043841312045,0.5009956158687955,0.0
440,15782735,0.0,1,0,3,0,0,Chukwuemeka,626,france,female,35,80190.36,32-44,50k-100k,0,no saving,below 650,0.0,0.5519999999999999,0.22972972972972977,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.42834932491386113,0.5716506750861389,0.0
441,15611088,0.0,2,0,9,0,0,Genovese,790,france,female,31,84126.75,24-31,50k-100k,0,no saving,above 700,0.3333333333333333,0.88,0.1756756756756757,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.897739957198428,0.102260042801572,0.0
442,15672145,121551.58,2,1,7,1,0,Swift,534,france,female,34,70179.0,32-44,50k-100k,1,100k-150k,below 650,0.3333333333333333,0.368,0.21621621621621623,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.8950646340774554,0.10493536592254463,0.0
443,15732628,122220.19,1,1,2,1,0,Ugoji,745,france,male,46,118024.1,45-60,100k-150k,1,100k-150k,above 700,0.0,0.7899999999999999,0.37837837837837845,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.2928484880905944,0.7071515119094056,1.0
444,15787470,116528.15,1,0,3,0,1,Parkinson,553,spain,male,47,145704.19,45-60,100k-150k,1,100k-150k,below 650,0.0,0.406,0.39189189189189194,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.11501755256171486,0.8849824474382851,1.0
445,15803406,77780.29,1,1,1,1,0,Ross,748,france,female,26,183049.41,24-31,150k-200k,1,50k-100k,above 700,0.0,0.7959999999999999,0.10810810810810811,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.8446712207064744,0.15532877929352568,0.0
446,15730460,0.0,1,0,2,0,0,Oleary,722,france,male,37,120906.83,32-44,100k-150k,0,no saving,above 700,0.0,0.7439999999999999,0.25675675675675674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.45333275528162553,0.5466672447183745,0.0
447,15644572,125832.2,1,1,4,1,0,Turnbull,501,france,male,40,100433.83,32-44,100k-150k,1,100k-150k,below 650,0.0,0.30199999999999994,0.2972972972972973,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6693106771117958,0.3306893228882042,0.0
448,15694860,68065.8,1,0,6,0,1,Uspensky,675,france,female,38,138777.0,32-44,100k-150k,1,50k-100k,650-700,0.0,0.65,0.27027027027027034,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.5404649061151428,0.4595350938848573,0.0
449,15658169,127299.34,2,0,6,0,0,Cook,778,spain,female,47,124694.99,45-60,100k-150k,1,100k-150k,above 700,0.3333333333333333,0.856,0.39189189189189194,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.38853046249459566,0.6114695375054043,0.0
450,15794396,174937.64,1,0,7,0,0,Newbold,494,germany,female,38,40084.32,32-44,20k-50k,1,150k-200k,below 650,0.0,0.2879999999999999,0.27027027027027034,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.27670203398994986,0.7232979660100501,1.0
451,15785798,0.0,2,1,9,1,0,Uchechukwu,850,france,male,40,119232.33,32-44,100k-150k,0,no saving,above 700,0.3333333333333333,0.9999999999999999,0.2972972972972973,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9112512494409702,0.08874875055902973,0.0
452,15710825,110071.1,1,0,7,0,0,Ch'en,592,spain,male,31,43921.36,24-31,20k-50k,1,100k-150k,below 650,0.0,0.4839999999999999,0.1756756756756757,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.629924559300705,0.370075440699295,0.0
